Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385)	1/29	2.720532e-02	3.965970e-02	0	0	3.958929e+01	1.426934e+02	NPPA
GO_Biological_Process_2023	Chondrocyte Differentiation (GO:0002062)	1/29	2.720532e-02	3.965970e-02	0	0	3.958929e+01	1.426934e+02	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719)	1/30	2.813081e-02	4.087616e-02	0	0	3.822222e+01	1.364873e+02	TBX5
GO_Biological_Process_2023	B Cell Proliferation (GO:0042100)	1/31	2.905547e-02	4.203733e-02	0	0	3.694630e+01	1.307363e+02	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Cell Differentiation (GO:0045597)	2/283	2.911717e-02	4.203733e-02	0	0	8.247854e+00	2.916794e+01	MEF2C;NKX2-5
GO_Biological_Process_2023	Regulation Of Transmembrane Transport (GO:0034762)	1/32	2.997930e-02	4.314328e-02	0	0	3.575269e+01	1.253936e+02	KCNJ2
GO_Biological_Process_2023	Positive Regulation Of DNA Binding (GO:0043388)	1/33	3.090229e-02	4.418831e-02	0	0	3.463368e+01	1.204187e+02	HAND2
GO_Biological_Process_2023	Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537)	1/33	3.090229e-02	4.418831e-02	0	0	3.463368e+01	1.204187e+02	MEF2C
GO_Biological_Process_2023	Negative Regulation Of JNK Cascade (GO:0046329)	1/34	3.182445e-02	4.536247e-02	0	0	3.358249e+01	1.157763e+02	NPPA
GO_Biological_Process_2023	Regulation Of Postsynaptic Membrane Potential (GO:0060078)	1/35	3.274578e-02	4.638125e-02	0	0	3.259314e+01	1.114353e+02	MEF2C
GO_Biological_Process_2023	Skeletal Muscle Organ Development (GO:0060538)	1/35	3.274578e-02	4.638125e-02	0	0	3.259314e+01	1.114353e+02	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)	1/36	3.366628e-02	4.734479e-02	0	0	3.166032e+01	1.073683e+02	RYR2
GO_Biological_Process_2023	Blood Vessel Diameter Maintenance (GO:0097746)	1/36	3.366628e-02	4.734479e-02	0	0	3.166032e+01	1.073683e+02	NPPB
GO_Biological_Process_2023	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	3/763	3.398098e-02	4.734479e-02	0	0	4.742023e+00	1.603731e+01	MEF2C;GATA4;NKX2-5
GO_Biological_Process_2023	Negative Regulation Of Endothelial Cell Migration (GO:0010596)	1/37	3.458595e-02	4.734479e-02	0	0	3.077932e+01	1.035511e+02	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)	1/37	3.458595e-02	4.734479e-02	0	0	3.077932e+01	1.035511e+02	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	1/37	3.458595e-02	4.734479e-02	0	0	3.077932e+01	1.035511e+02	MEF2C
GO_Biological_Process_2023	Regulation Of Ossification (GO:0030278)	1/37	3.458595e-02	4.734479e-02	0	0	3.077932e+01	1.035511e+02	MEF2C
GO_Biological_Process_2023	Regulation Of p38MAPK Cascade (GO:1900744)	1/37	3.458595e-02	4.734479e-02	0	0	3.077932e+01	1.035511e+02	HAND2
GO_Biological_Process_2023	Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	1/37	3.458595e-02	4.734479e-02	0	0	3.077932e+01	1.035511e+02	MEF2C
GO_Biological_Process_2023	Muscle Cell Differentiation (GO:0042692)	1/37	3.458595e-02	4.734479e-02	0	0	3.077932e+01	1.035511e+02	MEF2C
GO_Biological_Process_2023	Muscle Tissue Development (GO:0060537)	1/37	3.458595e-02	4.734479e-02	0	0	3.077932e+01	1.035511e+02	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Myoblast Differentiation (GO:0045663)	1/38	3.550479e-02	4.787283e-02	0	0	2.994595e+01	9.996219e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Neurotransmitter Secretion (GO:0046928)	1/38	3.550479e-02	4.787283e-02	0	0	2.994595e+01	9.996219e+01	MEF2C
GO_Biological_Process_2023	Lymphocyte Proliferation (GO:0046651)	1/38	3.550479e-02	4.787283e-02	0	0	2.994595e+01	9.996219e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Bone Mineralization (GO:0030501)	1/38	3.550479e-02	4.787283e-02	0	0	2.994595e+01	9.996219e+01	MEF2C
GO_Biological_Process_2023	Response To Transforming Growth Factor Beta (GO:0071559)	1/38	3.550479e-02	4.787283e-02	0	0	2.994595e+01	9.996219e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062)	1/39	3.642280e-02	4.852771e-02	0	0	2.915643e+01	9.658244e+01	SCN5A
GO_Biological_Process_2023	Odontogenesis (GO:0042476)	1/39	3.642280e-02	4.852771e-02	0	0	2.915643e+01	9.658244e+01	SCN5A
GO_Biological_Process_2023	Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)	1/39	3.642280e-02	4.852771e-02	0	0	2.915643e+01	9.658244e+01	RYR2
GO_Biological_Process_2023	Digestive Tract Development (GO:0048565)	1/39	3.642280e-02	4.852771e-02	0	0	2.915643e+01	9.658244e+01	GATA4
GO_Biological_Process_2023	Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480)	1/40	3.733999e-02	4.960253e-02	0	0	2.840741e+01	9.339476e+01	RYR2
GO_Biological_Process_2023	Stem Cell Differentiation (GO:0048863)	1/41	3.825634e-02	5.052088e-02	0	0	2.769583e+01	9.038385e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Ossification (GO:0045778)	1/41	3.825634e-02	5.052088e-02	0	0	2.769583e+01	9.038385e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Neurotransmitter Receptor Activity (GO:0099601)	1/42	3.917187e-02	5.127747e-02	0	0	2.701897e+01	8.753596e+01	MEF2C
GO_Biological_Process_2023	Potassium Ion Import Across Plasma Membrane (GO:1990573)	1/42	3.917187e-02	5.127747e-02	0	0	2.701897e+01	8.753596e+01	KCNJ2
GO_Biological_Process_2023	Skeletal Muscle Tissue Development (GO:0007519)	1/42	3.917187e-02	5.127747e-02	0	0	2.701897e+01	8.753596e+01	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Gene Expression (GO:0010629)	2/336	3.986526e-02	5.201987e-02	0	0	6.920395e+00	2.229924e+01	MEF2C;HAND2
GO_Biological_Process_2023	Regulation Of JUN Kinase Activity (GO:0043506)	1/43	4.008658e-02	5.201987e-02	0	0	2.637434e+01	8.483870e+01	NPPA
GO_Biological_Process_2023	Positive Regulation Of Biomineral Tissue Development (GO:0070169)	1/43	4.008658e-02	5.201987e-02	0	0	2.637434e+01	8.483870e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Osteoblast Differentiation (GO:0045669)	1/44	4.100046e-02	5.274844e-02	0	0	2.575969e+01	8.228088e+01	MEF2C
GO_Biological_Process_2023	Regulation Of B Cell Proliferation (GO:0030888)	1/44	4.100046e-02	5.274844e-02	0	0	2.575969e+01	8.228088e+01	MEF2C
GO_Biological_Process_2023	Embryonic Organ Morphogenesis (GO:0048562)	1/44	4.100046e-02	5.274844e-02	0	0	2.575969e+01	8.228088e+01	RYR2
GO_Biological_Process_2023	Regulation Of Apoptotic Signaling Pathway (GO:2001233)	1/45	4.191352e-02	5.376905e-02	0	0	2.517298e+01	7.985239e+01	GATA4
GO_Biological_Process_2023	B Cell Receptor Signaling Pathway (GO:0050853)	1/46	4.282575e-02	5.447241e-02	0	0	2.461235e+01	7.754404e+01	MEF2C
GO_Biological_Process_2023	Male Gonad Development (GO:0008584)	1/46	4.282575e-02	5.447241e-02	0	0	2.461235e+01	7.754404e+01	GATA4
GO_Biological_Process_2023	Development Of Primary Male Sexual Characteristics (GO:0046546)	1/46	4.282575e-02	5.447241e-02	0	0	2.461235e+01	7.754404e+01	GATA4
GO_Biological_Process_2023	Regulation Of Cell Communication (GO:0010646)	1/49	4.555751e-02	5.778340e-02	0	0	2.307060e+01	7.126001e+01	RYR2
GO_Biological_Process_2023	Regulation Of Synapse Assembly (GO:0051963)	1/51	4.737458e-02	5.975052e-02	0	0	2.214556e+01	6.753662e+01	MEF2C
GO_Biological_Process_2023	Negative Regulation Of MAP Kinase Activity (GO:0043407)	1/51	4.737458e-02	5.975052e-02	0	0	2.214556e+01	6.753662e+01	NPPA
GO_Biological_Process_2023	Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261)	1/52	4.828189e-02	6.038598e-02	0	0	2.171024e+01	6.579720e+01	NKX2-5
GO_Biological_Process_2023	Cartilage Development (GO:0051216)	1/52	4.828189e-02	6.038598e-02	0	0	2.171024e+01	6.579720e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of B Cell Activation (GO:0050871)	1/52	4.828189e-02	6.038598e-02	0	0	2.171024e+01	6.579720e+01	MEF2C
GO_Biological_Process_2023	Gonad Development (GO:0008406)	1/53	4.918837e-02	6.117889e-02	0	0	2.129167e+01	6.413259e+01	GATA4
GO_Biological_Process_2023	Protein Homotetramerization (GO:0051289)	1/53	4.918837e-02	6.117889e-02	0	0	2.129167e+01	6.413259e+01	KCNJ2
GO_Biological_Process_2023	Regulation Of Myoblast Differentiation (GO:0045661)	1/54	5.009404e-02	6.179183e-02	0	0	2.088889e+01	6.253827e+01	MEF2C
GO_Biological_Process_2023	Mesenchymal Cell Differentiation (GO:0048762)	1/54	5.009404e-02	6.179183e-02	0	0	2.088889e+01	6.253827e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535)	1/54	5.009404e-02	6.179183e-02	0	0	2.088889e+01	6.253827e+01	MEF2C
GO_Biological_Process_2023	Neuron Migration (GO:0001764)	1/55	5.099889e-02	6.256422e-02	0	0	2.050103e+01	6.101006e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)	1/55	5.099889e-02	6.256422e-02	0	0	2.050103e+01	6.101006e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144)	1/56	5.190293e-02	6.349977e-02	0	0	2.012727e+01	5.954412e+01	NKX2-5
GO_Biological_Process_2023	Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260)	1/57	5.280615e-02	6.442924e-02	0	0	1.976687e+01	5.813687e+01	NKX2-5
GO_Biological_Process_2023	Eye Development (GO:0001654)	1/58	5.370855e-02	6.500038e-02	0	0	1.941910e+01	5.678501e+01	CACNA1C
GO_Biological_Process_2023	Regulation Of Neuron Death (GO:1901214)	1/58	5.370855e-02	6.500038e-02	0	0	1.941910e+01	5.678501e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Bone Mineralization (GO:0030500)	1/58	5.370855e-02	6.500038e-02	0	0	1.941910e+01	5.678501e+01	MEF2C
GO_Biological_Process_2023	Anterior/Posterior Pattern Specification (GO:0009952)	1/59	5.461014e-02	6.591385e-02	0	0	1.908333e+01	5.548547e+01	GATA4
GO_Biological_Process_2023	Cellular Response To Oxygen-Containing Compound (GO:1901701)	2/406	5.600046e-02	6.741074e-02	0	0	5.700932e+00	1.643234e+01	MEF2C;SCN5A
GO_Biological_Process_2023	Positive Regulation Of Cell Junction Assembly (GO:1901890)	1/61	5.641088e-02	6.772322e-02	0	0	1.844537e+01	5.303216e+01	TBX5
GO_Biological_Process_2023	Regulation Of Secretion By Cell (GO:1903530)	1/64	5.910589e-02	7.039402e-02	0	0	1.756437e+01	4.967951e+01	MEF2C
GO_Biological_Process_2023	Response To Metal Ion (GO:0010038)	1/64	5.910589e-02	7.039402e-02	0	0	1.756437e+01	4.967951e+01	TNNT2
GO_Biological_Process_2023	Negative Regulation Of Cell Death (GO:0060548)	1/64	5.910589e-02	7.039402e-02	0	0	1.756437e+01	4.967951e+01	GATA4
GO_Biological_Process_2023	Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)	1/69	6.358139e-02	7.552393e-02	0	0	1.626879e+01	4.482759e+01	MEF2C
GO_Biological_Process_2023	Second-Messenger-Mediated Signaling (GO:0019932)	1/72	6.625700e-02	7.849444e-02	0	0	1.557903e+01	4.228482e+01	RYR2
GO_Biological_Process_2023	Protein Tetramerization (GO:0051262)	1/73	6.714726e-02	7.933979e-02	0	0	1.536188e+01	4.149041e+01	KCNJ2
GO_Biological_Process_2023	Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)	2/452	6.766758e-02	7.974474e-02	0	0	5.106144e+00	1.375160e+01	MEF2C;GATA4
GO_Biological_Process_2023	Positive Regulation Of Lymphocyte Proliferation (GO:0050671)	1/74	6.803671e-02	7.976105e-02	0	0	1.515068e+01	4.072061e+01	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Neuron Apoptotic Process (GO:0043524)	1/74	6.803671e-02	7.976105e-02	0	0	1.515068e+01	4.072061e+01	MEF2C
GO_Biological_Process_2023	Negative Regulation Of DNA-templated Transcription (GO:0045892)	3/1025	7.051312e-02	8.202691e-02	0	0	3.478290e+00	9.224274e+00	MEF2C;GATA4;NKX2-5
GO_Biological_Process_2023	Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)	1/77	7.070026e-02	8.202691e-02	0	0	1.455044e+01	3.854857e+01	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)	1/77	7.070026e-02	8.202691e-02	0	0	1.455044e+01	3.854857e+01	NPPB
GO_Biological_Process_2023	Embryonic Organ Development (GO:0048568)	1/77	7.070026e-02	8.202691e-02	0	0	1.455044e+01	3.854857e+01	NKX2-5
GO_Biological_Process_2023	Wound Healing (GO:0042060)	1/80	7.335659e-02	8.467123e-02	0	0	1.399578e+01	3.656290e+01	GATA4
GO_Biological_Process_2023	Calcium Ion Transmembrane Transport (GO:0070588)	1/80	7.335659e-02	8.467123e-02	0	0	1.399578e+01	3.656290e+01	CACNA1C
GO_Biological_Process_2023	Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)	1/82	7.512348e-02	8.626712e-02	0	0	1.364883e+01	3.533167e+01	GATA4
GO_Biological_Process_2023	Sodium Ion Transmembrane Transport (GO:0035725)	1/82	7.512348e-02	8.626712e-02	0	0	1.364883e+01	3.533167e+01	SCN5A
GO_Biological_Process_2023	Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)	1/83	7.600573e-02	8.705758e-02	0	0	1.348171e+01	3.474164e+01	TBX5
GO_Biological_Process_2023	Establishment Of Protein Localization To Organelle (GO:0072594)	1/85	7.776784e-02	8.862375e-02	0	0	1.315939e+01	3.360945e+01	RYR2
GO_Biological_Process_2023	Regulation Of Osteoblast Differentiation (GO:0045667)	1/85	7.776784e-02	8.862375e-02	0	0	1.315939e+01	3.360945e+01	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Angiogenesis (GO:0016525)	1/86	7.864769e-02	8.939953e-02	0	0	1.300392e+01	3.306607e+01	NPPB
GO_Biological_Process_2023	Negative Regulation Of Neuron Death (GO:1901215)	1/88	8.040503e-02	9.116630e-02	0	0	1.270370e+01	3.202195e+01	MEF2C
GO_Biological_Process_2023	Sodium Ion Transport (GO:0006814)	1/89	8.128250e-02	9.192907e-02	0	0	1.255871e+01	3.152016e+01	SCN5A
GO_Biological_Process_2023	Regulation Of Epithelial Cell Proliferation (GO:0050678)	1/91	8.303507e-02	9.344047e-02	0	0	1.227840e+01	3.055469e+01	SCN5A
GO_Biological_Process_2023	Positive Regulation Of MAP Kinase Activity (GO:0043406)	1/91	8.303507e-02	9.344047e-02	0	0	1.227840e+01	3.055469e+01	MEF2C
GO_Biological_Process_2023	B Cell Activation (GO:0042113)	1/92	8.391017e-02	9.418916e-02	0	0	1.214286e+01	3.009010e+01	MEF2C
GO_Biological_Process_2023	Cellular Response To Hormone Stimulus (GO:0032870)	1/94	8.565799e-02	9.591131e-02	0	0	1.188053e+01	2.919512e+01	MEF2C
GO_Biological_Process_2023	Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)	1/96	8.740265e-02	9.762137e-02	0	0	1.162924e+01	2.834313e+01	MEF2C
GO_Biological_Process_2023	MAPK Cascade (GO:0000165)	1/98	8.914416e-02	9.931942e-02	0	0	1.138832e+01	2.753126e+01	MEF2C
GO_Biological_Process_2023	Hemopoiesis (GO:0030097)	1/101	9.175051e-02	1.019703e-01	0	0	1.104500e+01	2.638299e+01	NKX2-5
GO_Biological_Process_2023	Positive Regulation Of Vasculature Development (GO:1904018)	1/104	9.434981e-02	1.046002e-01	0	0	1.072168e+01	2.531117e+01	GATA4
GO_Biological_Process_2023	Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)	1/105	9.521467e-02	1.047828e-01	0	0	1.061806e+01	2.496965e+01	HAND2
GO_Biological_Process_2023	Regulation Of Neuron Apoptotic Process (GO:0043523)	1/105	9.521467e-02	1.047828e-01	0	0	1.061806e+01	2.496965e+01	MEF2C
GO_Biological_Process_2023	Cellular Response To Organonitrogen Compound (GO:0071417)	1/105	9.521467e-02	1.047828e-01	0	0	1.061806e+01	2.496965e+01	MEF2C
GO_Biological_Process_2023	Regulation Of MAP Kinase Activity (GO:0043405)	1/114	1.029633e-01	1.127574e-01	0	0	9.767945e+00	2.220628e+01	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)	1/114	1.029633e-01	1.127574e-01	0	0	9.767945e+00	2.220628e+01	NKX2-5
GO_Biological_Process_2023	Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	1/117	1.055322e-01	1.150096e-01	0	0	9.513889e+00	2.139426e+01	MEF2C
GO_Biological_Process_2023	Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	1/117	1.055322e-01	1.150096e-01	0	0	9.513889e+00	2.139426e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Angiogenesis (GO:0045766)	1/119	1.072409e-01	1.165888e-01	0	0	9.351695e+00	2.087932e+01	GATA4
GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	2/594	1.080542e-01	1.171892e-01	0	0	3.853140e+00	8.573708e+00	RYR2;NKX2-5
GO_Biological_Process_2023	Potassium Ion Transport (GO:0006813)	1/122	1.097982e-01	1.187937e-01	0	0	9.118457e+00	2.014369e+01	KCNJ2
GO_Biological_Process_2023	Modulation Of Chemical Synaptic Transmission (GO:0050804)	1/123	1.106491e-01	1.191401e-01	0	0	9.043260e+00	1.990776e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	1/123	1.106491e-01	1.191401e-01	0	0	9.043260e+00	1.990776e+01	SCN5A
GO_Biological_Process_2023	Cellular Response To Lipopolysaccharide (GO:0071222)	1/124	1.114992e-01	1.194824e-01	0	0	8.969286e+00	1.967627e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Defense Response (GO:0031349)	1/124	1.114992e-01	1.194824e-01	0	0	8.969286e+00	1.967627e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Anatomical Structure Morphogenesis (GO:0022603)	1/127	1.140449e-01	1.219194e-01	0	0	8.754409e+00	1.900725e+01	MEF2C
GO_Biological_Process_2023	Protein Homooligomerization (GO:0051260)	1/129	1.157382e-01	1.234357e-01	0	0	8.616753e+00	1.858138e+01	KCNJ2
GO_Biological_Process_2023	Negative Regulation Of Cell Motility (GO:2000146)	1/133	1.191156e-01	1.267367e-01	0	0	8.353956e+00	1.777439e+01	TBX5
GO_Biological_Process_2023	Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	1/134	1.199580e-01	1.273313e-01	0	0	8.290727e+00	1.758143e+01	MEF2C
GO_Biological_Process_2023	Non-Membrane-Bounded Organelle Assembly (GO:0140694)	1/135	1.207997e-01	1.279223e-01	0	0	8.228441e+00	1.739181e+01	MYH6
GO_Biological_Process_2023	Regulation Of Protein Kinase B Signaling (GO:0051896)	1/136	1.216406e-01	1.285097e-01	0	0	8.167078e+00	1.720546e+01	GATA4
GO_Biological_Process_2023	Potassium Ion Transmembrane Transport (GO:0071805)	1/137	1.224808e-01	1.290936e-01	0	0	8.106618e+00	1.702229e+01	KCNJ2
GO_Biological_Process_2023	Negative Regulation Of Wnt Signaling Pathway (GO:0030178)	1/140	1.249967e-01	1.314368e-01	0	0	7.930456e+00	1.649113e+01	NKX2-5
GO_Biological_Process_2023	Actin Filament Organization (GO:0007015)	1/144	1.283406e-01	1.346377e-01	0	0	7.707071e+00	1.582314e+01	ACTC1
GO_Biological_Process_2023	Neuron Development (GO:0048666)	1/150	1.333337e-01	1.395497e-01	0	0	7.394482e+00	1.489914e+01	MEF2C
GO_Biological_Process_2023	Cellular Response To Organic Cyclic Compound (GO:0071407)	1/152	1.349921e-01	1.409568e-01	0	0	7.295806e+00	1.461014e+01	MEF2C
GO_Biological_Process_2023	Cellular Response To Growth Factor Stimulus (GO:0071363)	1/155	1.374740e-01	1.432153e-01	0	0	7.152597e+00	1.419305e+01	MEF2C
GO_Biological_Process_2023	Response To Lipopolysaccharide (GO:0032496)	1/159	1.407727e-01	1.463123e-01	0	0	6.970113e+00	1.366566e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Apoptotic Process (GO:0042981)	2/705	1.431955e-01	1.484868e-01	0	0	3.226174e+00	6.270211e+00	MEF2C;NKX2-5
GO_Biological_Process_2023	Negative Regulation Of Cell Migration (GO:0030336)	1/163	1.440594e-01	1.490384e-01	0	0	6.796639e+00	1.316869e+01	TBX5
GO_Biological_Process_2023	Regulation Of Cell Population Proliferation (GO:0042127)	2/766	1.634863e-01	1.687479e-01	0	0	2.959193e+00	5.359176e+00	TBX5;NKX2-5
GO_Biological_Process_2023	Organic Substance Transport (GO:0071702)	1/201	1.746951e-01	1.799039e-01	0	0	5.494722e+00	9.586714e+00	RYR2
GO_Biological_Process_2023	Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	1/207	1.794363e-01	1.839427e-01	0	0	5.333064e+00	9.161857e+00	NKX2-5
GO_Biological_Process_2023	Negative Regulation Of Cell Differentiation (GO:0045596)	1/207	1.794363e-01	1.839427e-01	0	0	5.333064e+00	9.161857e+00	TBX5
GO_Biological_Process_2023	Cellular Response To Lipid (GO:0071396)	1/228	1.958281e-01	2.002889e-01	0	0	4.834557e+00	7.882833e+00	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction (GO:0009968)	1/267	2.254504e-01	2.300618e-01	0	0	4.117586e+00	6.133783e+00	GATA4
GO_Biological_Process_2023	Regulation Of Intracellular Signal Transduction (GO:1902531)	1/297	2.475301e-01	2.520204e-01	0	0	3.694632e+00	5.158531e+00	GATA4
GO_Biological_Process_2023	Supramolecular Fiber Organization (GO:0097435)	1/316	2.612041e-01	2.653408e-01	0	0	3.468430e+00	4.656206e+00	MYH6
GO_Biological_Process_2023	Positive Regulation Of Cytokine Production (GO:0001819)	1/320	2.640527e-01	2.676290e-01	0	0	3.424242e+00	4.559744e+00	GATA4
GO_Biological_Process_2023	Negative Regulation Of Cell Population Proliferation (GO:0008285)	1/379	3.048793e-01	3.083126e-01	0	0	2.881099e+00	3.422284e+00	TBX5
GO_Biological_Process_2023	Negative Regulation Of Programmed Cell Death (GO:0043069)	1/381	3.062249e-01	3.089775e-01	0	0	2.865643e+00	3.391304e+00	NKX2-5
GO_Biological_Process_2023	Positive Regulation Of Multicellular Organismal Process (GO:0051240)	1/387	3.102469e-01	3.123338e-01	0	0	2.820236e+00	3.300767e+00	NPPB
GO_Biological_Process_2023	Nervous System Development (GO:0007399)	1/433	3.403571e-01	3.417588e-01	0	0	2.514017e+00	2.709507e+00	MEF2C
GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	1/434	3.409977e-01	3.417588e-01	0	0	2.508083e+00	2.698396e+00	TBX5
GO_Biological_Process_2023	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	1/456	3.549411e-01	3.549411e-01	0	0	2.384127e+00	2.469487e+00	NKX2-5
