target_chembl_id,gene_symbol,compound_chembl_id,compound_name,standard_value,standard_type,is_approved_drug,canonical_smiles,pchembl_value
CHEMBL1980,SCN5A,CHEMBL3800248,,10100.0,IC50,0,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,5.0
CHEMBL1980,SCN5A,CHEMBL3800461,,3200.0,IC50,0,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,5.5
CHEMBL1980,SCN5A,CHEMBL4299620,,2700.0,IC50,0,CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@H](CCCCN)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H](Cc2c[nH]c4ccccc24)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CO)NC3=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,5.57
CHEMBL1980,SCN5A,CHEMBL3800588,,7800.0,IC50,0,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,5.11
CHEMBL1980,SCN5A,CHEMBL3798843,,1800.0,IC50,0,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2cccc4ccccc24)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,5.75
CHEMBL1980,SCN5A,CHEMBL3798549,,5000.0,IC50,0,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,5.3
CHEMBL1980,SCN5A,CHEMBL3341983,,1380.0,IC50,0,Nc1noc2ccc(-c3cc(Cl)ccc3Oc3cc(F)c(S(=O)(=O)Nc4ncns4)cc3F)cc12,5.86
CHEMBL1980,SCN5A,CHEMBL3806065,,230.0,IC50,0,CNc1noc2ccc(-c3cc(Cl)ccc3Oc3cc(F)c(S(=O)(=O)Nc4ncns4)cc3F)cc12,6.64
CHEMBL1980,SCN5A,CHEMBL3809595,,333.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,6.48
CHEMBL1980,SCN5A,CHEMBL3808645,,211.0,IC50,0,FC(F)(F)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,6.68
CHEMBL1980,SCN5A,CHEMBL3808631,,7915.0,IC50,0,Fc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,5.1
CHEMBL1980,SCN5A,CHEMBL3808917,,887.0,IC50,0,FC(F)Oc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,6.05
CHEMBL1980,SCN5A,CHEMBL3809838,,281.0,IC50,0,FC(F)(F)COc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,6.55
CHEMBL1980,SCN5A,CHEMBL3809812,,2221.0,IC50,0,COc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,5.65
CHEMBL1980,SCN5A,CHEMBL3808867,,182.0,IC50,0,CC(C)(C)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,6.74
CHEMBL1980,SCN5A,CHEMBL3810248,,59.0,IC50,0,C[Si](C)(C)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,7.23
CHEMBL1980,SCN5A,CHEMBL3809777,,397.0,IC50,0,FC(F)(F)c1nnc2ccc(-c3ccc(S(F)(F)(F)(F)F)cc3)cn12,6.4
CHEMBL1980,SCN5A,CHEMBL3809360,,123.0,IC50,0,Cc1cc(OC(F)(F)F)ccc1-c1ccc2nnc(C(F)(F)F)n2c1,6.91
CHEMBL1980,SCN5A,CHEMBL3810234,,166.0,IC50,0,Cc1cc(-c2ccc3nnc(C(F)(F)F)n3c2)ccc1OC(F)(F)F,6.78
CHEMBL1980,SCN5A,CHEMBL3808737,,1647.0,IC50,0,COc1cc2nnc(C(F)(F)F)n2cc1-c1ccc(OC(F)(F)F)cc1,5.78
CHEMBL1980,SCN5A,CHEMBL3809933,,7541.0,IC50,0,CN(C)c1nnc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,5.12
CHEMBL1980,SCN5A,CHEMBL3810266,,8935.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccc3nncn3c2)cc1,5.05
CHEMBL1980,SCN5A,CHEMBL3809528,,351.0,IC50,0,FC(F)c1nnc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,6.46
CHEMBL1980,SCN5A,CHEMBL3809877,,941.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccc3ncnn3c2)cc1,6.03
CHEMBL1980,SCN5A,CHEMBL3810347,,223.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccc3nnc(C(F)(F)F)n3n2)cc1,6.65
CHEMBL1980,SCN5A,CHEMBL3809404,,102.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccc3cnc(C(F)(F)F)n3c2)cc1,6.99
CHEMBL1980,SCN5A,CHEMBL3809853,,353.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccc3ncc(C(F)(F)F)n3c2)cc1,6.45
CHEMBL1980,SCN5A,CHEMBL3808489,,3345.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccc3nc(C(F)(F)F)cn3c2)cc1,5.48
CHEMBL1980,SCN5A,CHEMBL3808625,,1512.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccn3nccc3n2)cc1,5.82
CHEMBL1980,SCN5A,CHEMBL3808581,,5052.0,IC50,0,Cc1cnn2ccc(-c3ccc(OC(F)(F)F)cc3)nc12,5.3
CHEMBL1980,SCN5A,CHEMBL3810153,,901.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccn3ncc(C(F)(F)F)c3n2)cc1,6.04
CHEMBL1980,SCN5A,CHEMBL3809080,,425.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccn3nccc3c2)cc1,6.37
CHEMBL1980,SCN5A,CHEMBL3809904,,417.0,IC50,0,FC(F)(F)Oc1ccc(-c2ccn3ncc(C(F)(F)F)c3c2)cc1,6.38
CHEMBL1980,SCN5A,CHEMBL3810147,,3000.0,IC50,0,O=c1n(Cc2nc(C3CC3)co2)nc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,5.52
CHEMBL1980,SCN5A,CHEMBL3810355,,2500.0,IC50,0,Cc1cnc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)o1,5.6
CHEMBL1980,SCN5A,CHEMBL3810138,,3500.0,IC50,0,O=c1n(Cc2nc(-c3c(Cl)cccc3Cl)no2)nc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,5.46
CHEMBL1980,SCN5A,CHEMBL3809561,,4000.0,IC50,0,CCc1noc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)n1,5.4
CHEMBL1980,SCN5A,CHEMBL3808641,,2500.0,IC50,0,Cc1coc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)n1,5.6
CHEMBL1980,SCN5A,CHEMBL3808635,,3300.0,IC50,0,Cc1nc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)no1,5.48
CHEMBL1980,SCN5A,CHEMBL3809055,,1900.0,IC50,0,O=c1[nH]nc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,5.72
CHEMBL1980,SCN5A,CHEMBL3809641,,1900.0,IC50,0,Cc1noc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)n1,5.72
CHEMBL1940,CACNA1C,CHEMBL3942685,,1340.0,IC50,0,O=C(NC1CCCCC1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,5.87
CHEMBL1940,CACNA1C,CHEMBL3923714,,2360.0,IC50,0,CC(C)NC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,5.63
CHEMBL1940,CACNA1C,CHEMBL3932660,,1880.0,IC50,0,O=C(NCCc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,5.73
CHEMBL1940,CACNA1C,CHEMBL3960151,,3090.0,IC50,0,O=C(Nc1ccncc1)N1N=C(c2ccccc2)CC1c1ccc(F)cc1,5.51
CHEMBL1940,CACNA1C,CHEMBL3969020,,2180.0,IC50,0,O=C(Nc1ccccn1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,5.66
CHEMBL1940,CACNA1C,CHEMBL3892579,,6400.0,IC50,0,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1,5.19
CHEMBL1940,CACNA1C,CHEMBL3920575,,7800.0,IC50,0,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@@H]1c1ccc(F)cc1,5.11
CHEMBL1940,CACNA1C,CHEMBL3962647,,5400.0,IC50,0,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@H]1c1ccc(F)cc1,5.27
CHEMBL1940,CACNA1C,CHEMBL3973610,,3900.0,IC50,0,CC1CC(c2ccccc2)=NN1C(=O)Nc1ccc(F)cc1,5.41
CHEMBL1940,CACNA1C,CHEMBL3947301,,2650.0,IC50,0,O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1,5.58
CHEMBL1940,CACNA1C,CHEMBL3946972,,1940.0,IC50,0,O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1,5.71
CHEMBL1940,CACNA1C,CHEMBL3969496,,6300.0,IC50,0,COCCOc1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,5.2
CHEMBL1940,CACNA1C,CHEMBL3910259,,8600.0,IC50,0,Cc1ccc(C2(CCO)CC(c3ccncc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,5.07
CHEMBL1940,CACNA1C,CHEMBL3966824,,5700.0,IC50,0,COc1ccc(C2=NN(C(=O)Nc3ccc(Cl)cc3)[C@](CCO)(c3cccnc3)C2)cc1,5.24
CHEMBL1940,CACNA1C,CHEMBL3928071,,4800.0,IC50,0,COc1ccc([C@]2(CCO)CC(c3cccnc3)=NN2C(=O)Nc2ccc(Br)cc2)cc1,5.32
CHEMBL1940,CACNA1C,CHEMBL3902564,,5900.0,IC50,0,Cc1ccc(C2(CCN3CCOCC3)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,5.23
CHEMBL1940,CACNA1C,CHEMBL3930559,,2200.0,IC50,0,Cc1ccc(C2(CCN(C)C)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,5.66
CHEMBL1940,CACNA1C,CHEMBL3893591,,3600.0,IC50,0,Cc1ccc(C2(CCN3CCN(C)CC3)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,5.44
CHEMBL1980,SCN5A,CHEMBL3909872,,9134.0,IC50,0,Cc1cc(-c2cc(OC(F)(F)F)ccc2Cl)cc(C)c1OCCCC(=O)O,5.04
CHEMBL1940,CACNA1C,CHEMBL3963788,,5700.0,IC50,0,Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)F)cc3)c(N)c2c1C,5.24
CHEMBL4403,RYR2,CHEMBL3941132,,150.0,EC50,0,COc1ccc2c(c1)CN(S(=O)(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2,6.82
CHEMBL4403,RYR2,CHEMBL3932239,,211.0,EC50,0,CCCCN(CCCC)CCS(=O)(=O)N1CCSc2ccc(OC)cc2C1,6.68
CHEMBL4403,RYR2,CHEMBL3902651,,102.0,EC50,0,COc1ccc2c(c1)CN(S(C)(=O)=O)CCS2,6.99
CHEMBL4403,RYR2,CHEMBL3899882,,208.0,EC50,0,COc1ccc2c(c1)CN(S(=O)(=O)c1ccc(C)cc1)CCS2,6.68
CHEMBL4403,RYR2,CHEMBL3961593,,252.0,EC50,0,COc1ccc2c(c1)CN(C(=O)N1CCC(Cc3ccccc3)CC1)CCS2,6.6
CHEMBL4403,RYR2,CHEMBL3952083,,55.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CI)CCS2,7.26
CHEMBL4403,RYR2,CHEMBL3909362,,205.0,EC50,0,COc1ccc2c(c1)CN(C(=O)c1ccccc1)CCS2,6.69
CHEMBL4403,RYR2,CHEMBL3906571,,181.0,EC50,0,COc1ccc2c(c1)CN(C(=O)Nc1ccccc1)CCS2,6.74
CHEMBL4403,RYR2,CHEMBL3933756,,197.0,EC50,0,COc1ccc2c(c1)CN(C(=S)Nc1ccccc1)CCS2,6.71
CHEMBL4403,RYR2,CHEMBL3936508,,174.0,EC50,0,COc1ccc2c(c1)CN([P@@](=O)(OC)c1ccccc1)CCS2,6.76
CHEMBL4403,RYR2,CHEMBL3895741,,182.0,EC50,0,COc1ccc2c(c1)CN([P@](=O)(OC)c1ccccc1)CCS2,6.74
CHEMBL4403,RYR2,CHEMBL3898439,,265.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CCC(=O)N1CCSc3ccc(OC)cc3C1)CCS2,6.58
CHEMBL4403,RYR2,CHEMBL3949995,,355.0,EC50,0,COc1ccc2c(c1)CN(C(=O)c1cccc(C(=O)N3CCSc4ccc(OC)cc4C3)n1)CCS2,6.45
CHEMBL4403,RYR2,CHEMBL3902432,,268.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2(=O)=O,6.57
CHEMBL4403,RYR2,CHEMBL3982028,,40.0,EC50,0,COc1ccc2c(c1)C(=O)NCCS2,7.4
CHEMBL4403,RYR2,CHEMBL3933375,,40.0,EC50,0,COc1ccc2c(c1)CNCCS2,7.4
CHEMBL4403,RYR2,CHEMBL3928727,,50.0,EC50,0,C=CC(=O)N1CCSc2ccc(OC)cc2C1,7.3
CHEMBL4403,RYR2,CHEMBL2104951,ALADORIAN,15.0,EC50,1,COc1ccc2c(c1)CN(C(=O)C(=O)O)CCS2,7.82
CHEMBL4403,RYR2,CHEMBL3984280,,44.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CC(=O)O)CCS2,7.36
CHEMBL4403,RYR2,CHEMBL3932540,,100.0,EC50,0,COc1ccc2c(c1)CN(C(=O)c1ccc(N=[N+]=[N-])cc1O)CCS2,7.0
CHEMBL4403,RYR2,CHEMBL3957737,,80.0,EC50,0,COc1ccc2c(c1)CN(C(=O)C(=O)NCCSSCCNC(=O)c1ccc(N=[N+]=[N-])cc1[N+](=O)[O-])CCS2,7.1
CHEMBL4403,RYR2,CHEMBL3984065,,121.0,EC50,0,COc1ccc2c(c1)CN(C(=O)C(=O)NCCSSCCNC(=O)C(=O)N1CCSc3ccc(OC)cc3C1)CCS2,6.92
CHEMBL4403,RYR2,CHEMBL3893618,,80.0,EC50,0,COc1ccc2c(c1)CN(C(=O)C(=O)NCCSSCCNC(=O)c1ccc(N=[N+]=[N-])cc1O)CCS2,7.1
CHEMBL4403,RYR2,CHEMBL3918890,,150.0,EC50,0,COc1ccc2c(c1)CN(C(N)=O)CCS2,6.82
CHEMBL4403,RYR2,CHEMBL3958409,,20.0,EC50,0,COc1ccc2c(c1)CN(C(=O)N1CCN(Cc3ccc4c(c3)OCO4)CC1)CCS2,7.7
CHEMBL4403,RYR2,CHEMBL3953088,,81.0,EC50,0,COc1ccc2c(c1)CN(C(=O)NCc1ccccc1)CCS2,7.09
CHEMBL4403,RYR2,CHEMBL3965149,,40.0,EC50,0,COc1ccc2c(c1)CN(C(=O)N1CCCCC1)CCS2,7.4
CHEMBL4403,RYR2,CHEMBL3961914,,175.0,EC50,0,COc1ccc2c(c1)CN(C(=O)NO)CCS2,6.76
CHEMBL4403,RYR2,CHEMBL3925184,,143.0,EC50,0,COc1ccc2c(c1)CN(C(=O)NCc1ccc3c(c1)CCO3)CCS2,6.84
CHEMBL4403,RYR2,CHEMBL3970844,,77.0,EC50,0,COc1ccc2c(c1)CN(S(=O)(=O)Nc1cccnc1)CCS2,7.11
CHEMBL4403,RYR2,CHEMBL3916053,,111.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CCN1CCCCC1c1nnc(Cc3ccccc3)o1)CCS2,6.96
CHEMBL4403,RYR2,CHEMBL3925875,,95.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CCN1CCCC[C@H]1c1nnc(Cc3ccccc3)o1)CCS2,7.02
CHEMBL4403,RYR2,CHEMBL3962505,,55.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CCN1CCCCC1)CCS2,7.26
CHEMBL4403,RYR2,CHEMBL3971511,,102.0,EC50,0,CCN(CC)C(=O)C(=O)N1CCSc2ccc(OC)cc2C1,6.99
CHEMBL4403,RYR2,CHEMBL3954061,,68.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccc(N)cc3)CC1)CCS2,7.17
CHEMBL4403,RYR2,CHEMBL3951388,,95.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccc(N)cc3N)CC1)CCS2,7.02
CHEMBL4403,RYR2,CHEMBL3894901,,45.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccc(N=[N+]=[N-])cc3)CC1)CCS2,7.35
CHEMBL4403,RYR2,CHEMBL3892168,,52.0,EC50,0,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccc(N=[N+]=[N-])cc3N=[N+]=[N-])CC1)CCS2,7.28
CHEMBL4403,RYR2,CHEMBL3930185,,110.0,EC50,0,COc1ccc2c(c1)CN(C(=O)NCCc1ccc(O)c(O)c1)CCS2,6.96
CHEMBL4403,RYR2,CHEMBL3978868,,89.0,EC50,0,COc1ccc2c(c1)CN(C(=O)NCCc1cnc[nH]1)CCS2,7.05
CHEMBL4403,RYR2,CHEMBL333343,,100.0,EC50,0,c1ccc2c(c1)CNCCS2,7.0
CHEMBL4403,RYR2,CHEMBL3918523,,220.0,EC50,0,O=C(NO)N1CCSc2ccccc2C1,6.66
CHEMBL4403,RYR2,CHEMBL3915771,,150.0,EC50,0,CCN(CC)C(=O)N1CCSc2ccccc2C1,6.82
CHEMBL4403,RYR2,CHEMBL3958287,,25.0,EC50,0,COC(=O)C(=O)N1CCSc2ccccc2C1,7.6
CHEMBL4403,RYR2,CHEMBL3955655,,60.0,EC50,0,O=C(O)C(=O)N1CCSc2ccccc2C1,7.22
CHEMBL4403,RYR2,CHEMBL3909873,,105.0,EC50,0,O=C(N1CCN(Cc2ccc3c(c2)OCO3)CC1)N1CCSc2ccccc2C1,6.98
CHEMBL4403,RYR2,CHEMBL3963470,,135.0,EC50,0,O=C(N1CCCCC1)N1CCSc2ccccc2C1,6.87
CHEMBL4403,RYR2,CHEMBL3892659,,111.0,EC50,0,COc1ccc2c(c1)CN(C(=O)C(=O)O)CCS2(=O)=O,6.96
CHEMBL4403,RYR2,CHEMBL2440854,,190.0,EC50,0,COc1ccc2c(c1)CN(C)CCS2,6.72
CHEMBL4403,RYR2,CHEMBL3904927,,100.0,EC50,0,CCN(CC)C(=O)N1CCSc2ccc(OC)cc2C1,7.0
CHEMBL4403,RYR2,CHEMBL3980215,,44.0,EC50,0,COc1ccc2c(c1)CN(C(=O)N1CCNCC1)CCS2,7.36
CHEMBL4403,RYR2,CHEMBL3943880,,73.0,EC50,0,COC(=O)C(=O)N1CCSc2ccc(OC)cc2C1,7.14
CHEMBL1980,SCN5A,CHEMBL3707392,ELECLAZINE,600.0,IC50,1,O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1ncccn1,6.22
CHEMBL1980,SCN5A,CHEMBL1404,RANOLAZINE,6700.0,IC50,1,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,5.17
CHEMBL1980,SCN5A,CHEMBL3979043,,496.0,IC50,0,COc1cc(-c2ccc(F)c(C)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)c(F)cc21,6.3
CHEMBL1980,SCN5A,CHEMBL3919513,,1870.0,IC50,0,Cn1nccc1-c1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3ncns3)ccc21,5.73
CHEMBL1980,SCN5A,CHEMBL3902709,,944.0,IC50,0,O=S(=O)(Nc1ncns1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1-c1cn[nH]c1,6.03
CHEMBL1980,SCN5A,CHEMBL3974650,,4030.0,IC50,0,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1Cl,5.39
CHEMBL1980,SCN5A,CHEMBL3946087,,2290.0,IC50,0,CC(C)(C)OC(=O)N1CC=C(c2cc(C(F)(F)F)ccc2N2CCOc3cc(S(=O)(=O)Nc4ncns4)ccc32)CC1,5.64
CHEMBL1980,SCN5A,CHEMBL3922400,,349.0,IC50,0,O=S(=O)(Nc1ncns1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1C1=CCNCC1,6.46
