compound_chembl_id,compound_name,canonical_smiles,gene_symbol,tissue,is_approved_drug,pchembl_value,X
CHEMBL3798824,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2cccc4ccccc24)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,SCN5A,heart,0,5.46,-9.772496334617674
CHEMBL3800441,,CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@H](C(=O)N[C@@H](Cc4ccccc4)C(N)=O)C(C)C)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCSC)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC2=O,SCN5A,heart,0,5.47,-9.59681330420685
CHEMBL3799550,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,SCN5A,heart,0,5.35,-9.639111417016592
CHEMBL3800248,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,SCN5A,heart,0,5.0,-9.639111417016592
CHEMBL3800461,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,SCN5A,heart,0,5.5,-9.805842882480944
CHEMBL4299620,,CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@H](CCCCN)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H](Cc2c[nH]c4ccccc24)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CO)NC3=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,SCN5A,heart,0,5.57,-9.55734948708969
CHEMBL3800588,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,SCN5A,heart,0,5.11,-9.618643901474178
CHEMBL3798843,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2cccc4ccccc24)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,SCN5A,heart,0,5.75,-10.056013445485
CHEMBL3798549,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,SCN5A,heart,0,5.3,-9.256601243554632
CHEMBL3341983,,Nc1noc2ccc(-c3cc(Cl)ccc3Oc3cc(F)c(S(=O)(=O)Nc4ncns4)cc3F)cc12,SCN5A,heart,0,5.86,1.971801366337226
CHEMBL3806065,,CNc1noc2ccc(-c3cc(Cl)ccc3Oc3cc(F)c(S(=O)(=O)Nc4ncns4)cc3F)cc12,SCN5A,heart,0,6.64,1.9362903902398831
CHEMBL3809595,,FC(F)(F)Oc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,SCN5A,heart,0,6.48,0.24677414179784654
CHEMBL3808645,,FC(F)(F)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,SCN5A,heart,0,6.68,0.3829590864972982
CHEMBL3808631,,Fc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,SCN5A,heart,0,5.1,0.391637835579403
CHEMBL3808917,,FC(F)Oc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,SCN5A,heart,0,6.05,0.16883080857816013
CHEMBL3809838,,FC(F)(F)COc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,SCN5A,heart,0,6.55,0.29993585186854904
CHEMBL3809812,,COc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,SCN5A,heart,0,5.65,0.17651778377789024
CHEMBL3808867,,CC(C)(C)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,SCN5A,heart,0,6.74,0.3558783568107376
CHEMBL3810248,,C[Si](C)(C)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,SCN5A,heart,0,7.23,0.2359123285043895
CHEMBL3809777,,FC(F)(F)c1nnc2ccc(-c3ccc(S(F)(F)(F)(F)F)cc3)cn12,SCN5A,heart,0,6.4,0.30875483049622693
CHEMBL3809360,,Cc1cc(OC(F)(F)F)ccc1-c1ccc2nnc(C(F)(F)F)n2c1,SCN5A,heart,0,6.91,0.2802051992115996
CHEMBL3810234,,Cc1cc(-c2ccc3nnc(C(F)(F)F)n3c2)ccc1OC(F)(F)F,SCN5A,heart,0,6.78,0.23328448214955094
CHEMBL3808737,,COc1cc2nnc(C(F)(F)F)n2cc1-c1ccc(OC(F)(F)F)cc1,SCN5A,heart,0,5.78,0.2345653410399412
CHEMBL3809933,,CN(C)c1nnc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,SCN5A,heart,0,5.12,0.10925026005851221
CHEMBL3810266,,FC(F)(F)Oc1ccc(-c2ccc3nncn3c2)cc1,SCN5A,heart,0,5.05,0.18068678552719555
CHEMBL3809528,,FC(F)c1nnc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,SCN5A,heart,0,6.46,0.09585846908941881
CHEMBL3809877,,FC(F)(F)Oc1ccc(-c2ccc3ncnn3c2)cc1,SCN5A,heart,0,6.03,0.32920893835156845
CHEMBL3810347,,FC(F)(F)Oc1ccc(-c2ccc3nnc(C(F)(F)F)n3n2)cc1,SCN5A,heart,0,6.65,0.16520595863260756
CHEMBL3809404,,FC(F)(F)Oc1ccc(-c2ccc3cnc(C(F)(F)F)n3c2)cc1,SCN5A,heart,0,6.99,0.3324182848243078
CHEMBL3809853,,FC(F)(F)Oc1ccc(-c2ccc3ncc(C(F)(F)F)n3c2)cc1,SCN5A,heart,0,6.45,0.33818173682646796
CHEMBL3808489,,FC(F)(F)Oc1ccc(-c2ccc3nc(C(F)(F)F)cn3c2)cc1,SCN5A,heart,0,5.48,0.26663713858951116
CHEMBL3808625,,FC(F)(F)Oc1ccc(-c2ccn3nccc3n2)cc1,SCN5A,heart,0,5.82,0.18183325029361125
CHEMBL3808581,,Cc1cnn2ccc(-c3ccc(OC(F)(F)F)cc3)nc12,SCN5A,heart,0,5.3,0.050263740392601716
CHEMBL3810153,,FC(F)(F)Oc1ccc(-c2ccn3ncc(C(F)(F)F)c3n2)cc1,SCN5A,heart,0,6.04,0.14966278401550318
CHEMBL3809080,,FC(F)(F)Oc1ccc(-c2ccn3nccc3c2)cc1,SCN5A,heart,0,6.37,0.29018173629884486
CHEMBL3809904,,FC(F)(F)Oc1ccc(-c2ccn3ncc(C(F)(F)F)c3c2)cc1,SCN5A,heart,0,6.38,0.21825364742445524
CHEMBL3810147,,O=c1n(Cc2nc(C3CC3)co2)nc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,SCN5A,heart,0,5.52,-0.1536019432932526
CHEMBL3810355,,Cc1cnc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)o1,SCN5A,heart,0,5.6,0.07545218049609438
CHEMBL3810138,,O=c1n(Cc2nc(-c3c(Cl)cccc3Cl)no2)nc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,SCN5A,heart,0,5.46,0.07712694254449912
CHEMBL3809561,,CCc1noc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)n1,SCN5A,heart,0,5.4,-0.04617453272537424
CHEMBL3808641,,Cc1coc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)n1,SCN5A,heart,0,5.6,-0.05348203654488284
CHEMBL3808635,,Cc1nc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)no1,SCN5A,heart,0,5.48,0.05467962791377451
CHEMBL3809055,,O=c1[nH]nc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,SCN5A,heart,0,5.72,0.054869433352413684
CHEMBL3809641,,Cc1noc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)n1,SCN5A,heart,0,5.72,-0.03981351799945483
CHEMBL3942685,,O=C(NC1CCCCC1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,CACNA1C,heart,0,5.87,-0.28361180650283
CHEMBL3923714,,CC(C)NC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,CACNA1C,heart,0,5.63,-0.41709122568066975
CHEMBL3932660,,O=C(NCCc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,CACNA1C,heart,0,5.73,-0.9048841923239842
CHEMBL3960151,,O=C(Nc1ccncc1)N1N=C(c2ccccc2)CC1c1ccc(F)cc1,CACNA1C,heart,0,5.51,-0.4970881348747553
CHEMBL3969020,,O=C(Nc1ccccn1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,CACNA1C,heart,0,5.66,-0.11507906806592934
CHEMBL3892579,,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1,CACNA1C,heart,0,5.19,-0.14530069549420307
CHEMBL3920575,,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@@H]1c1ccc(F)cc1,CACNA1C,heart,0,5.11,-0.14530069549420307
CHEMBL3962647,,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@H]1c1ccc(F)cc1,CACNA1C,heart,0,5.27,-0.14530069549420307
CHEMBL3973610,,CC1CC(c2ccccc2)=NN1C(=O)Nc1ccc(F)cc1,CACNA1C,heart,0,5.41,-0.5312163687364825
CHEMBL3947301,,O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1,CACNA1C,heart,0,5.58,-0.523136891066316
CHEMBL3946972,,O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1,CACNA1C,heart,0,5.71,-0.5116557419015243
CHEMBL3969496,,COCCOc1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,CACNA1C,heart,0,5.2,-0.6059879994835535
CHEMBL3910259,,Cc1ccc(C2(CCO)CC(c3ccncc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,CACNA1C,heart,0,5.07,-0.23249374649781127
CHEMBL3966824,,COc1ccc(C2=NN(C(=O)Nc3ccc(Cl)cc3)[C@](CCO)(c3cccnc3)C2)cc1,CACNA1C,heart,0,5.24,-0.3638329326893539
CHEMBL3928071,,COc1ccc([C@]2(CCO)CC(c3cccnc3)=NN2C(=O)Nc2ccc(Br)cc2)cc1,CACNA1C,heart,0,5.32,-0.6778817546755269
CHEMBL3902564,,Cc1ccc(C2(CCN3CCOCC3)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,CACNA1C,heart,0,5.23,-0.46650315330863495
CHEMBL3930559,,Cc1ccc(C2(CCN(C)C)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,CACNA1C,heart,0,5.66,-0.5886052134960231
CHEMBL3893591,,Cc1ccc(C2(CCN3CCN(C)CC3)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,CACNA1C,heart,0,5.44,-0.4654715980800997
CHEMBL3909872,,Cc1cc(-c2cc(OC(F)(F)F)ccc2Cl)cc(C)c1OCCCC(=O)O,SCN5A,heart,0,5.04,-0.17677878464589558
CHEMBL3963788,,Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)F)cc3)c(N)c2c1C,CACNA1C,heart,0,5.24,-0.10811016880842739
CHEMBL3941132,,COc1ccc2c(c1)CN(S(=O)(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2,RYR2,heart,0,6.82,-0.5736331863403425
CHEMBL3932239,,CCCCN(CCCC)CCS(=O)(=O)N1CCSc2ccc(OC)cc2C1,RYR2,heart,0,6.68,-0.00933921391537686
CHEMBL3902651,,COc1ccc2c(c1)CN(S(C)(=O)=O)CCS2,RYR2,heart,0,6.99,0.267508807669465
CHEMBL3899882,,COc1ccc2c(c1)CN(S(=O)(=O)c1ccc(C)cc1)CCS2,RYR2,heart,0,6.68,0.36615729276934855
CHEMBL3961593,,COc1ccc2c(c1)CN(C(=O)N1CCC(Cc3ccccc3)CC1)CCS2,RYR2,heart,0,6.6,-1.0002092000306804
CHEMBL3952083,,COc1ccc2c(c1)CN(C(=O)CI)CCS2,RYR2,heart,0,7.26,-0.2561320260184804
CHEMBL3909362,,COc1ccc2c(c1)CN(C(=O)c1ccccc1)CCS2,RYR2,heart,0,6.69,-0.42362355561455733
CHEMBL3906571,,COc1ccc2c(c1)CN(C(=O)Nc1ccccc1)CCS2,RYR2,heart,0,6.74,-0.41217985751440805
CHEMBL3933756,,COc1ccc2c(c1)CN(C(=S)Nc1ccccc1)CCS2,RYR2,heart,0,6.71,-0.36973769142647583
CHEMBL3936508,,COc1ccc2c(c1)CN([P@@](=O)(OC)c1ccccc1)CCS2,RYR2,heart,0,6.76,-0.1877348997235575
CHEMBL3895741,,COc1ccc2c(c1)CN([P@](=O)(OC)c1ccccc1)CCS2,RYR2,heart,0,6.74,-0.1877348997235575
CHEMBL3898439,,COc1ccc2c(c1)CN(C(=O)CCC(=O)N1CCSc3ccc(OC)cc3C1)CCS2,RYR2,heart,0,6.58,-0.23710533523460492
CHEMBL3949995,,COc1ccc2c(c1)CN(C(=O)c1cccc(C(=O)N3CCSc4ccc(OC)cc4C3)n1)CCS2,RYR2,heart,0,6.45,-0.17884272302854656
CHEMBL3902432,,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2(=O)=O,RYR2,heart,0,6.57,-1.146319341066843
CHEMBL3982028,,COc1ccc2c(c1)C(=O)NCCS2,RYR2,heart,0,7.4,-0.05528301296657401
CHEMBL3933375,,COc1ccc2c(c1)CNCCS2,RYR2,heart,0,7.4,0.0360740513968093
CHEMBL3928727,,C=CC(=O)N1CCSc2ccc(OC)cc2C1,RYR2,heart,0,7.3,-0.1287241135804143
CHEMBL2104951,ALADORIAN,COc1ccc2c(c1)CN(C(=O)C(=O)O)CCS2,RYR2,heart,1,7.82,-0.3711844487856732
CHEMBL3984280,,COc1ccc2c(c1)CN(C(=O)CC(=O)O)CCS2,RYR2,heart,0,7.36,-0.3232691278781552
CHEMBL3932540,,COc1ccc2c(c1)CN(C(=O)c1ccc(N=[N+]=[N-])cc1O)CCS2,RYR2,heart,0,7.0,-0.33649880842070373
CHEMBL3957737,,COc1ccc2c(c1)CN(C(=O)C(=O)NCCSSCCNC(=O)c1ccc(N=[N+]=[N-])cc1[N+](=O)[O-])CCS2,RYR2,heart,0,7.1,-0.43253523940302413
CHEMBL3984065,,COc1ccc2c(c1)CN(C(=O)C(=O)NCCSSCCNC(=O)C(=O)N1CCSc3ccc(OC)cc3C1)CCS2,RYR2,heart,0,6.92,-0.43046606004847543
CHEMBL3893618,,COc1ccc2c(c1)CN(C(=O)C(=O)NCCSSCCNC(=O)c1ccc(N=[N+]=[N-])cc1O)CCS2,RYR2,heart,0,7.1,-0.5835011228808619
CHEMBL3918890,,COc1ccc2c(c1)CN(C(N)=O)CCS2,RYR2,heart,0,6.82,-0.33104948922116445
CHEMBL3958409,,COc1ccc2c(c1)CN(C(=O)N1CCN(Cc3ccc4c(c3)OCO4)CC1)CCS2,RYR2,heart,0,7.7,-0.35658243063976797
CHEMBL3953088,,COc1ccc2c(c1)CN(C(=O)NCc1ccccc1)CCS2,RYR2,heart,0,7.09,-0.7179611849291865
CHEMBL3965149,,COc1ccc2c(c1)CN(C(=O)N1CCCCC1)CCS2,RYR2,heart,0,7.4,-0.21002284735647644
CHEMBL3961914,,COc1ccc2c(c1)CN(C(=O)NO)CCS2,RYR2,heart,0,6.76,-0.07508693734619229
CHEMBL3925184,,COc1ccc2c(c1)CN(C(=O)NCc1ccc3c(c1)CCO3)CCS2,RYR2,heart,0,6.84,-0.23202303013014752
CHEMBL3970844,,COc1ccc2c(c1)CN(S(=O)(=O)Nc1cccnc1)CCS2,RYR2,heart,0,7.11,0.36980892654256864
CHEMBL3916053,,COc1ccc2c(c1)CN(C(=O)CCN1CCCCC1c1nnc(Cc3ccccc3)o1)CCS2,RYR2,heart,0,6.96,-0.8710296711377218
CHEMBL3925875,,COc1ccc2c(c1)CN(C(=O)CCN1CCCC[C@H]1c1nnc(Cc3ccccc3)o1)CCS2,RYR2,heart,0,7.02,-0.8710296711377218
CHEMBL3962505,,COc1ccc2c(c1)CN(C(=O)CCN1CCCCC1)CCS2,RYR2,heart,0,7.26,-0.33078298156135755
CHEMBL3971511,,CCN(CC)C(=O)C(=O)N1CCSc2ccc(OC)cc2C1,RYR2,heart,0,6.99,-0.39199078416046296
CHEMBL3954061,,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccc(N)cc3)CC1)CCS2,RYR2,heart,0,7.17,-0.7323542228395432
CHEMBL3951388,,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccc(N)cc3N)CC1)CCS2,RYR2,heart,0,7.02,-0.7387724564267728
CHEMBL3894901,,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccc(N=[N+]=[N-])cc3)CC1)CCS2,RYR2,heart,0,7.35,-0.7680703304200867
CHEMBL3892168,,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccc(N=[N+]=[N-])cc3N=[N+]=[N-])CC1)CCS2,RYR2,heart,0,7.28,-0.7345212668597808
CHEMBL3930185,,COc1ccc2c(c1)CN(C(=O)NCCc1ccc(O)c(O)c1)CCS2,RYR2,heart,0,6.96,-0.634184011951009
CHEMBL3978868,,COc1ccc2c(c1)CN(C(=O)NCCc1cnc[nH]1)CCS2,RYR2,heart,0,7.05,-0.861367741489967
CHEMBL333343,,c1ccc2c(c1)CNCCS2,RYR2,heart,0,7.0,-0.31585666311590793
CHEMBL3918523,,O=C(NO)N1CCSc2ccccc2C1,RYR2,heart,0,6.66,-0.36997638078437145
CHEMBL3915771,,CCN(CC)C(=O)N1CCSc2ccccc2C1,RYR2,heart,0,6.82,-0.7023131344719349
