compound_chembl_id,compound_name,canonical_smiles,gene_symbol,tissue,is_approved_drug,pchembl_value
CHEMBL1725983,,COc1ccccc1NS(=O)(=O)c1cc([N+](=O)[O-])ccc1N/N=C/c1c(C)[nH]c2ccccc12,TNNI3,heart,0,5.59
CHEMBL1725983,,COc1ccccc1NS(=O)(=O)c1cc([N+](=O)[O-])ccc1N/N=C/c1c(C)[nH]c2ccccc12,TNNT2,heart,0,5.59
CHEMBL2001481,,CN(C)c1ccc(/N=C/c2nc(-c3ccccc3)oc2O)cc1,TNNI3,heart,0,5.43
CHEMBL2001481,,CN(C)c1ccc(/N=C/c2nc(-c3ccccc3)oc2O)cc1,TNNT2,heart,0,5.43
CHEMBL1581326,,CCOC(=O)/C(=C/C=C1\Sc2cc(OCC)c(OCC)cc2N1CC)C(C)=O,TNNI3,heart,0,6.78
CHEMBL1581326,,CCOC(=O)/C(=C/C=C1\Sc2cc(OCC)c(OCC)cc2N1CC)C(C)=O,TNNT2,heart,0,6.78
CHEMBL1789978,,CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.O,TNNI3,heart,0,5.05
CHEMBL1789978,,CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.O,TNNT2,heart,0,5.05
CHEMBL1345866,,COc1ccc2ccccc2c1C(O)c1nccn1C,TNNI3,heart,0,5.1
CHEMBL1345866,,COc1ccc2ccccc2c1C(O)c1nccn1C,TNNT2,heart,0,5.1
CHEMBL1726231,,O=C(NC1CCCCC1)c1cccc2c1C(=O)c1ccc(N3CCCC3)cc1S2(=O)=O,TNNI3,heart,0,5.18
CHEMBL1726231,,O=C(NC1CCCCC1)c1cccc2c1C(=O)c1ccc(N3CCCC3)cc1S2(=O)=O,TNNT2,heart,0,5.18
CHEMBL2004884,,CCN(CC)c1ccc(/C=c2\sc3nc4ccccc4n3c2=O)c(O)c1,TNNI3,heart,0,5.56
CHEMBL2004884,,CCN(CC)c1ccc(/C=c2\sc3nc4ccccc4n3c2=O)c(O)c1,TNNT2,heart,0,5.56
CHEMBL1313968,,O=C(OCCN1C(=O)c2cccc3c(N4CCOCC4)ccc(c23)C1=O)c1ccc(Cl)cc1Cl,TNNI3,heart,0,5.95
CHEMBL1313968,,O=C(OCCN1C(=O)c2cccc3c(N4CCOCC4)ccc(c23)C1=O)c1ccc(Cl)cc1Cl,TNNT2,heart,0,5.95
CHEMBL1574521,,Cc1cc(/C=C2/C(=O)N(C)C(=S)N2C)ccc1N1CCCC1,TNNI3,heart,0,5.81
CHEMBL1574521,,Cc1cc(/C=C2/C(=O)N(C)C(=S)N2C)ccc1N1CCCC1,TNNT2,heart,0,5.81
CHEMBL1311198,,S=C(Nc1ccc(N2CCOCC2)cc1)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,TNNI3,heart,0,5.54
CHEMBL1311198,,S=C(Nc1ccc(N2CCOCC2)cc1)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,TNNT2,heart,0,5.54
CHEMBL1408792,,CCOC(=O)/C(=C/C1=C/C(=C/N(C)C)C(=O)O1)C(C)=O,TNNI3,heart,0,5.11
CHEMBL1408792,,CCOC(=O)/C(=C/C1=C/C(=C/N(C)C)C(=O)O1)C(C)=O,TNNT2,heart,0,5.11
CHEMBL1550816,,Cc1ccnc(N/C=C(\C#N)c2nc(-c3cccc(Br)c3)cs2)c1,TNNI3,heart,0,6.12
CHEMBL1550816,,Cc1ccnc(N/C=C(\C#N)c2nc(-c3cccc(Br)c3)cs2)c1,TNNT2,heart,0,6.12
CHEMBL1425538,,O=C(O[C@@H]1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]([C@H]1O)[C@@H]2O)c1cc(O)c(O)c(O)c1,TNNI3,heart,0,6.17
CHEMBL1425538,,O=C(O[C@@H]1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]([C@H]1O)[C@@H]2O)c1cc(O)c(O)c(O)c1,TNNT2,heart,0,6.17
CHEMBL1362935,,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,TNNI3,heart,0,5.57
CHEMBL1362935,,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,TNNT2,heart,0,5.57
CHEMBL1356785,,O=C(O)c1cc(O)c2c(c1)[C@@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,TNNI3,heart,0,5.74
CHEMBL1356785,,O=C(O)c1cc(O)c2c(c1)[C@@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,TNNT2,heart,0,5.74
CHEMBL210208,PYROGALLOL RED,O=c1ccc2c(-c3ccccc3S(=O)(=O)O)c3ccc(O)c(O)c3oc-2c1O,TNNI3,heart,0,6.25
CHEMBL210208,PYROGALLOL RED,O=c1ccc2c(-c3ccccc3S(=O)(=O)O)c3ccc(O)c(O)c3oc-2c1O,TNNT2,heart,0,6.25
CHEMBL1969707,,COc1cccc(/C=N/Nc2nc3ccccc3n3cnnc23)c1O,TNNI3,heart,0,5.12
CHEMBL1969707,,COc1cccc(/C=N/Nc2nc3ccccc3n3cnnc23)c1O,TNNT2,heart,0,5.12
CHEMBL1601846,,O=c1oc2c(cc1O)oc(=O)c1cc(O)c(O)c(O)c12,TNNI3,heart,0,5.5
CHEMBL1601846,,O=c1oc2c(cc1O)oc(=O)c1cc(O)c(O)c(O)c12,TNNT2,heart,0,5.5
CHEMBL66953,PURPUROGALLIN,O=c1c(O)cccc2cc(O)c(O)c(O)c12,TNNI3,heart,0,5.44
CHEMBL66953,PURPUROGALLIN,O=c1c(O)cccc2cc(O)c(O)c(O)c12,TNNT2,heart,0,5.44
CHEMBL1730974,,O=S(=O)(O)c1ccc(O)c2cc(Nc3ccccc3)ccc12,TNNI3,heart,0,5.41
CHEMBL1730974,,O=S(=O)(O)c1ccc(O)c2cc(Nc3ccccc3)ccc12,TNNT2,heart,0,5.41
CHEMBL1563898,,O=c1cc2oc3cc(O)c(O)cc3c(-c3ccccc3[N+](=O)[O-])c-2cc1O,TNNI3,heart,0,5.79
CHEMBL1563898,,O=c1cc2oc3cc(O)c(O)cc3c(-c3ccccc3[N+](=O)[O-])c-2cc1O,TNNT2,heart,0,5.79
CHEMBL1190214,,N=C(N)c1ccc(/N=N/c2c(O)ccc3c2[nH]c2ccccc23)cc1,TNNI3,heart,0,5.07
CHEMBL1190214,,N=C(N)c1ccc(/N=N/c2c(O)ccc3c2[nH]c2ccccc23)cc1,TNNT2,heart,0,5.07
CHEMBL1427775,,Cc1ccc(NC(=O)CN2C(=O)N/C(=C/c3cccn3-c3ccc(C(=O)O)cc3)C2=O)cc1,TNNI3,heart,0,5.12
CHEMBL1427775,,Cc1ccc(NC(=O)CN2C(=O)N/C(=C/c3cccn3-c3ccc(C(=O)O)cc3)C2=O)cc1,TNNT2,heart,0,5.12
CHEMBL1424694,,O=C(O)c1cccc(-n2cccc2/C=C2/NC(=O)N(c3ccc(Cl)cc3)C2=O)c1,TNNI3,heart,0,5.46
CHEMBL1424694,,O=C(O)c1cccc(-n2cccc2/C=C2/NC(=O)N(c3ccc(Cl)cc3)C2=O)c1,TNNT2,heart,0,5.46
CHEMBL42583,SAMPATRILAT,CS(=O)(=O)N[C@@H](CCCCN)C(=O)NC[C@H](CC1(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCC1)C(=O)O,NPPA,heart,1,8.47
CHEMBL1778526,,CC(C)CC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,NPPA,heart,0,8.82
CHEMBL1778527,,CCC[C@H](NC1(C(=O)N[C@@H](Cc2nc(CC)co2)C(=O)O)CCCC1)C(=O)O,NPPA,heart,0,6.89
CHEMBL1778528,,CCC[C@H](NC1(C(=O)N[C@@H](Cc2nc(CC(C)C)co2)C(=O)O)CCCC1)C(=O)O,NPPA,heart,0,7.12
CHEMBL1778529,,CCC[C@H](NC1(C(=O)N[C@@H](Cc2nc(-c3ccccc3)co2)C(=O)O)CCCC1)C(=O)O,NPPA,heart,0,7.6
CHEMBL1778530,,CCC[C@H](NC1(C(=O)N[C@@H](Cc2ncc(-c3ccccc3)o2)C(=O)O)CCCC1)C(=O)O,NPPA,heart,0,7.09
CHEMBL1778531,,COCC[C@H](NC1(C(=O)N[C@@H](Cc2nc(-c3ccccc3)co2)C(=O)O)CCCC1)C(=O)O,NPPA,heart,0,6.89
CHEMBL1778532,,COCC[C@H](NC1(C(=O)N[C@@H](Cc2ncc(-c3ccccc3)o2)C(=O)O)CCCC1)C(=O)O,NPPA,heart,0,6.57
CHEMBL1778533,,COCC[C@H](NC1(C(=O)N[C@@H](Cc2nc(C)c(-c3ccccc3)o2)C(=O)O)CCCC1)C(=O)O,NPPA,heart,0,6.68
CHEMBL1778534,,COCC[C@H](NC1(C(=O)N[C@@H](Cc2ncc(-c3ccc(Cl)cc3)o2)C(=O)O)CCCC1)C(=O)O,NPPA,heart,0,6.71
CHEMBL1778536,,COCC[C@H](NC1(C(=O)N[C@@H](Cc2nc(-c3ccccc3)no2)C(=O)O)CCCC1)C(=O)O,NPPA,heart,0,7.24
CHEMBL1777878,,CC#C[C@@H](c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1)[C@H]1OC(=O)NC1=O,CACNA1C,heart,0,5.29
CHEMBL1797409,,Cc1onc(-c2c(Cl)cccc2Cl)c1CC(=O)NCc1ccc(OC(C)C)nc1,SCN5A,heart,0,5.33
CHEMBL1797402,,Cc1onc(-c2c(Cl)cccc2Cl)c1N(C)C(=O)NCc1ccc(OC2CCOCC2)nc1,SCN5A,heart,0,5.23
CHEMBL1797400,,Cc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)NCc1c(F)cccc1Cl,SCN5A,heart,0,5.07
CHEMBL1797399,,Cc1cccc(C)c1-c1noc(C)c1NC(=O)OCc1c(F)cccc1Cl,SCN5A,heart,0,5.11
CHEMBL1797395,,CCc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)OCc1c(F)cccc1Cl,SCN5A,heart,0,5.14
CHEMBL1797392,,Cc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)OCc1ccc(OC2CCCC2)nc1,SCN5A,heart,0,5.87
CHEMBL1797391,,Cc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)OCc1ccc(OC(C)C)nc1,SCN5A,heart,0,5.06
CHEMBL1797389,,Cc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)OCc1cc(Cl)ccc1Cl,SCN5A,heart,0,5.58
CHEMBL1797388,,Cc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)OCc1ccccc1Cl,SCN5A,heart,0,5.06
CHEMBL1797387,,Cc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)OCc1c(F)cccc1Cl,SCN5A,heart,0,5.26
CHEMBL1813048,,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,SCN5A,heart,0,5.28
CHEMBL1813042,,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(C(F)(F)F)cc4)CC3)n2)c1C,SCN5A,heart,0,5.17
CHEMBL1813050,,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,SCN5A,heart,0,6.52
CHEMBL1813049,,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(Oc4ccc(C(F)(F)F)cc4)CC3)n2)c1C,SCN5A,heart,0,6.3
CHEMBL1813015,,CC(=O)Nc1cccc(Nc2ncnc(N3CCc4ccccc4C3)n2)c1,SCN5A,heart,0,5.27
CHEMBL631,PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,SCN5A,heart,1,5.48
CHEMBL1425238,,CCCCCCCSc1nc(N)cc(O)n1,SCN5A,heart,0,5.92
CHEMBL1313991,,CC(C)(C)c1ccc(CSc2nc(N)cc(O)n2)cc1,SCN5A,heart,0,6.52
CHEMBL1938867,,Cn1c(SCc2ccc(C(C)(C)C)cc2)nc(N)cc1=O,SCN5A,heart,0,6.7
CHEMBL1958460,,CCCCCCCC(O)(C(N)=O)c1cccc(Cl)c1,SCN5A,heart,0,5.24
CHEMBL1958461,,CCCCCCC[C@](O)(C(N)=O)c1cccc(Cl)c1,SCN5A,heart,0,5.13
CHEMBL1958462,,CCCCCCC[C@@](O)(C(N)=O)c1cccc(Cl)c1,SCN5A,heart,0,5.32
CHEMBL2011947,,Nc1ncnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,SCN5A,heart,0,5.5
CHEMBL2011950,,Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,SCN5A,heart,0,6.3
CHEMBL2012014,,Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1,SCN5A,heart,0,5.85
CHEMBL2012017,,Nc1cncc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,SCN5A,heart,0,6.14
CHEMBL2012023,,CN(c1ccc(Cl)cc1)c1ccc(Nc2nccc(N)n2)cc1,SCN5A,heart,0,5.43
CHEMBL2012025,,Cc1cc(Nc2nccc(N)n2)ccc1Oc1ccc(Cl)cc1,SCN5A,heart,0,5.64
CHEMBL2012026,,Nc1ccnc(Nc2ccc(Oc3cccc(Cl)c3)cc2)n1,SCN5A,heart,0,5.77
CHEMBL2012027,,Nc1ccnc(Nc2ccc(Oc3ccccc3Cl)cc2)n1,SCN5A,heart,0,6.44
CHEMBL2012028,,Nc1ccnc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1,SCN5A,heart,0,6.11
CHEMBL2012029,,Cc1ccc(Oc2ccc(Nc3nccc(N)n3)cc2)cc1,SCN5A,heart,0,6.23
CHEMBL2012030,,Nc1ccnc(Nc2ccc(Oc3ccc(C4CC4)cc3)cc2)n1,SCN5A,heart,0,5.7
CHEMBL2012032,,N#Cc1ccc(Oc2ccc(Nc3nccc(N)n3)cc2)cc1,SCN5A,heart,0,5.92
CHEMBL2012038,,Nc1ccnc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,SCN5A,heart,0,6.62
CHEMBL2012039,,Nc1cncc(Nc2ccc(Oc3ccccc3)cc2)n1,SCN5A,heart,0,5.75
CHEMBL2012040,,Nc1cncc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1,SCN5A,heart,0,6.33
CHEMBL2012041,,Cc1ccc(Oc2ccc(Nc3cncc(N)n3)cc2)cc1,SCN5A,heart,0,6.39
CHEMBL2012042,,Nc1cncc(Nc2ccc(Oc3ccc(C4CC4)cc3)cc2)n1,SCN5A,heart,0,5.52
CHEMBL2012044,,Nc1cncc(Nc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)n1,SCN5A,heart,0,6.34
CHEMBL2010816,,Nc1cncc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,SCN5A,heart,0,5.9
CHEMBL2012178,,Cc1c(C)n(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12,SCN5A,heart,0,6.92
CHEMBL2012179,,Cc1cn(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12,SCN5A,heart,0,7.3
CHEMBL2012180,,Fc1cn(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12,SCN5A,heart,0,7.52
CHEMBL2012181,,Clc1cn(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12,SCN5A,heart,0,7.1
CHEMBL2012244,,c1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,SCN5A,heart,0,6.7
CHEMBL2012245,,Cc1nc(OC2CCN(Cc3cscn3)CC2)c2ccn(Cc3ccccc3)c2n1,SCN5A,heart,0,6.46
CHEMBL2012246,,FC(F)(F)c1nc(OC2CCN(Cc3cscn3)CC2)c2ccn(Cc3ccccc3)c2n1,SCN5A,heart,0,5.8
CHEMBL2012247,,c1ccc(Cn2ncc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,SCN5A,heart,0,6.03
CHEMBL2012249,,CC1(C)CN(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c21,SCN5A,heart,0,6.6
CHEMBL2012250,,CC1(C)C(=O)N(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c21,SCN5A,heart,0,6.89
CHEMBL2012259,,Fc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,7.7
CHEMBL2012262,,Clc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,6.96
CHEMBL2012263,,Clc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1,SCN5A,heart,0,6.52
CHEMBL2012265,,Cc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,6.85
CHEMBL2012266,,Cc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1,SCN5A,heart,0,7.22
CHEMBL2012267,,Cc1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,SCN5A,heart,0,5.66
CHEMBL2012268,,FC(F)(F)c1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,6.92
CHEMBL2012269,,FC(F)(F)c1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1,SCN5A,heart,0,6.72
CHEMBL2012271,,Fc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1F,SCN5A,heart,0,7.16
CHEMBL2012272,,Fc1c(Cl)cccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,7.3
CHEMBL2012273,,Fc1c(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cccc1C(F)(F)F,SCN5A,heart,0,7.4
CHEMBL2012274,,Fc1cccc(F)c1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,SCN5A,heart,0,7.4
CHEMBL2012277,,c1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)cc1,SCN5A,heart,0,6.13
CHEMBL2012280,,c1ccc(Cn2ccc3c(OC4CCN(Cc5c[nH]cn5)CC4)ncnc32)cc1,SCN5A,heart,0,5.57
CHEMBL2012281,,c1ccc(Cn2ccc3c(OC4CCN(Cc5ccn[nH]5)CC4)ncnc32)cc1,SCN5A,heart,0,6.24
CHEMBL2012283,,Cn1cc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)cn1,SCN5A,heart,0,6.36
CHEMBL2012285,,Cc1nc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)cs1,SCN5A,heart,0,7.1
CHEMBL2012287,,c1ccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cc1,SCN5A,heart,0,6.8
CHEMBL2012290,,Cc1cccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)n1,SCN5A,heart,0,7.05
CHEMBL2012291,,Cc1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)nc1,SCN5A,heart,0,7.22
CHEMBL2012292,,Cc1ccnc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)c1,SCN5A,heart,0,7.4
CHEMBL2012293,,Cc1cccnc1CN1CCC(Oc2ncnc3c2ccn3Cc2ccccc2)CC1,SCN5A,heart,0,6.82
CHEMBL2012294,,Fc1cccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)n1,SCN5A,heart,0,6.26
CHEMBL2012295,,Fc1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)nc1,SCN5A,heart,0,6.96
CHEMBL2012296,,Fc1cccnc1CN1CCC(Oc2ncnc3c2ccn3Cc2ccccc2)CC1,SCN5A,heart,0,7.05
CHEMBL2012298,,Fc1ccccc1Cn1ccc2c(OC3CCN(Cc4ccccn4)CC3)ncnc21,SCN5A,heart,0,7.52
CHEMBL2012299,,Fc1cccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)c1F,SCN5A,heart,0,7.7
CHEMBL2012300,,Fc1c(Cl)cccc1Cn1ccc2c(OC3CCN(Cc4ccccn4)CC3)ncnc21,SCN5A,heart,0,7.1
CHEMBL2012301,,Fc1c(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cccc1C(F)(F)F,SCN5A,heart,0,6.72
CHEMBL2069499,,CCCCC1(CCCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,CACNA1C,heart,0,6.89
CHEMBL2069500,,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)n2)cc1,CACNA1C,heart,0,6.51
CHEMBL2069501,,CCOCC1(COCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,CACNA1C,heart,0,5.82
CHEMBL2069502,,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1,CACNA1C,heart,0,5.72
CHEMBL2069400,,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OC(F)(F)F)cc2)CO3)CC1,SCN5A,heart,0,5.7
CHEMBL2069401,,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)CC1,SCN5A,heart,0,5.3
CHEMBL2069402,,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)CC1,SCN5A,heart,0,5.3
CHEMBL2069403,,Cc1nn(-c2ccccc2)nc1C(=O)N[C@@H]1COc2cccc(N3CCN(C)CC3)c2C1,SCN5A,heart,0,5.3
CHEMBL2069404,,Cc1ccc(-n2nc(C)c(C(=O)N[C@@H]3COc4cccc(N5CCN(C)CC5)c4C3)n2)c(C)c1,SCN5A,heart,0,5.6
CHEMBL2069406,,O=C(N[C@@H]1COc2cccc(-c3cccnc3)c2C1)c1ccc(OC(F)(F)F)cc1,SCN5A,heart,0,5.5
CHEMBL2069407,,O=C(N[C@@H]1COc2cccc(-c3ccncc3)c2C1)c1ccc(OC(F)(F)F)cc1,SCN5A,heart,0,5.4
CHEMBL2069408,,O=C(N[C@@H]1COc2cccc(-c3cccnc3)c2C1)c1ccc(OCC(F)(F)F)nc1,SCN5A,heart,0,5.5
CHEMBL2069409,,O=C(N[C@@H]1COc2cccc(-c3ccncc3)c2C1)c1ccc(OCC(F)(F)F)nc1,SCN5A,heart,0,5.5
CHEMBL2069410,,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cc1F,SCN5A,heart,0,5.4
CHEMBL2069411,,O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCC(F)(F)F)nc1,SCN5A,heart,0,5.2
CHEMBL2069412,,O=C(N[C@@H]1COc2cccc(-c3ccnc(CO)c3)c2C1)c1ccc(OCC(F)(F)F)nc1,SCN5A,heart,0,5.2
CHEMBL2069413,,O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCCOCC(F)(F)F)nc1,SCN5A,heart,0,5.1
CHEMBL2069414,,CC(O)c1ccc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cn1,SCN5A,heart,0,5.0
CHEMBL2069415,,Cc1cc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cnc1CO,SCN5A,heart,0,5.3
CHEMBL2069420,,O=C(N[C@@H]1COc2cccc(-c3cncnc3)c2C1)c1ccc(OCCC(F)(F)F)nc1,SCN5A,heart,0,5.4
CHEMBL2069421,,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,SCN5A,heart,0,5.2
CHEMBL2069422,,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)cn1,SCN5A,heart,0,5.4
CHEMBL2069423,,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1,SCN5A,heart,0,5.0
CHEMBL2069424,,Cc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,SCN5A,heart,0,5.3
CHEMBL2147211,,COc1cnc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.2
CHEMBL2147212,,O=C(NCCc1ccccc1-c1cnc(OC(F)F)cn1)c1ccc(OCCC(F)(F)F)nc1,SCN5A,heart,0,5.2
CHEMBL2147213,,O=C(NCCc1ccccc1-c1cccnc1)c1ccc(OCCC(F)(F)F)nc1,SCN5A,heart,0,5.2
CHEMBL2147214,,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.3
CHEMBL2147219,,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(C(=O)NCCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.2
CHEMBL2147221,,COc1ncc(-c2cccc(C)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.2
CHEMBL2147222,,COc1ncc(-c2cccc(F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.5
CHEMBL2147223,,COc1ncc(-c2cccc(Cl)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.3
CHEMBL2147224,,COc1ncc(-c2cccc(OC)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.2
CHEMBL2147304,,COc1ncc(-c2cccc(OC(F)F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.1
CHEMBL2147305,,COc1ncc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,SCN5A,heart,0,6.1
CHEMBL2147306,,COc1ncc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(OCC(F)(F)F)nc2)cn1,SCN5A,heart,0,5.6
